,machine_id,os_type,duree_connexion,nombre_requetes,volume_donnees,statut_connexion
1664,M873,linux,120.77146909188949,291,492.31398508298497,success
1665,M1281,windows,203.21915030845483,211,410.8579187877853,failed
1666,M979,linux,76.7087352022151,111,219.43210573521912,failed
1667,M159,windows,106.4347915776296,226,668.0499413348884,failed
1668,M395,macos,187.1979947983993,216,474.6514127956764,failed
1669,M645,linux,106.07718228399123,196,502.4134291213114,success
1670,M378,macos,94.46723240533257,200,477.08358240647823,failed
1671,M444,macos,147.91315199664467,233,497.9349507036485,success
1672,M543,macos,161.37983395603322,195,502.4134291213114,success
1673,M786,windows,115.12773796523496,173,447.8110857592715,success
1674,M408,windows,120.77146909188949,184,390.64782142835344,failed
1675,M1029,linux,109.30761036084616,228,405.1678125731668,success
1676,M1169,windows,120.9838460765561,185,339.9317869343863,success
1677,M1201,windows,72.2161041214433,189,526.2800506877168,failed
1678,M1173,android,75.61496907332811,246,454.47103700468017,failed
1679,M1210,linux,98.76794931948848,221,545.614662299281,success
1680,M1410,macos,40.36733269086123,247,709.6080612315184,success
1681,M359,macos,36.957623044854685,182,345.0329266383641,success
1682,M495,windows,159.3035311279313,202,574.2696648863016,failed
1683,M744,linux,96.69675184752975,192,539.6208246802977,failed
1684,M1375,macos,93.23604053706606,109,452.51526779929696,failed
1685,M91,android,130.9628022434728,306,321.1561316822066,success
1686,M256,linux,77.21729260216057,329,393.8556983642012,failed
1687,M1388,windows,121.88948998427132,196,616.6641594824232,failed
1688,M277,android,131.42219282245264,151,502.4134291213114,failed
1689,M1418,linux,124.54294038054806,123,502.4134291213114,failed
1690,M72,android,104.56268601064224,174,502.4134291213114,success
1691,M432,macos,143.11235839745433,228,356.8425427420401,failed
1692,M943,linux,152.899592886448,285,662.6159602771266,success
1693,M546,macos,134.29049910910098,186,706.614446679015,failed
1694,M1092,linux,126.29299125758814,111,588.141221229685,success
1695,M1288,windows,95.6872528723764,224,397.0165979441117,success
1696,M1404,android,86.656525728327,97,755.6636010887888,success
1697,M208,linux,144.56117509010932,109,237.1159678470565,failed
1698,M791,linux,82.92999842806879,177,769.0947975136703,failed
1699,M1232,linux,136.42576756564455,202,597.6843168941143,failed
1700,M1364,macos,198.138943955079,196,522.7677058711383,success
1701,M13,windows,120.77146909188949,119,498.9161705336841,failed
1702,M1276,windows,55.160539821503136,262,389.17374078772826,failed
1703,M755,windows,59.40447176138919,238,711.2386310195876,failed
1704,M1212,windows,112.45238052768784,229,502.4134291213114,failed
1705,M432,macos,146.81416161661306,147,356.2592717408153,success
1706,M138,windows,64.42051543477966,270,297.6852691762048,failed
1707,M665,windows,120.77146909188949,200,471.90535274248487,failed
1708,M1147,windows,91.78029626794606,137,427.603099792348,failed
1709,M856,windows,116.13568436285412,278,502.4134291213114,success
1710,M317,windows,136.61535743416275,171,611.4666493842628,success
1711,M1390,windows,100.38037917220248,181,457.6372507707933,success
1712,M65,android,100.84052826369395,208,677.7716974122878,failed
1713,M1084,windows,140.970908730384,220,480.6161573764372,failed
1714,M146,android,149.5052794505282,299,513.609798143488,success
1715,M316,macos,88.09447952618035,148,274.5120588162153,success
1716,M774,linux,75.8780799015191,149,588.4898511001638,success
1717,M1200,android,102.81264437207147,185,259.8306598984305,success
1718,M844,linux,109.44845198912272,184,280.692751647152,failed
1719,M537,macos,150.75470943913652,189,573.0250411046525,failed
1720,M757,windows,99.80729771437974,187,243.8863210755989,failed
1721,M307,linux,140.51395391409426,93,511.389358718584,success
1722,M8,linux,120.90163927746532,193,609.0365399754787,success
1723,M70,windows,153.26029461809452,211,502.4134291213114,failed
1724,M359,windows,133.6715548499317,151,455.2359893173249,failed
1725,M942,windows,94.88409736908874,202,600.7679590577188,success
1726,M107,macos,107.94602401898362,251,315.28830419565435,success
1727,M70,android,112.50249090007192,220,325.96168976187016,success
1728,M1030,windows,117.83879007685135,202,594.5099760368586,success
1729,M722,macos,121.7758829726037,179,624.4160844288226,success
1730,M587,linux,117.1832840648035,238,271.5641041916581,success
1731,M1164,linux,122.74923195677862,131,315.4292020029808,failed
1732,M559,macos,156.84039442967645,173,502.4134291213114,success
1733,M975,linux,130.00325190246187,143,550.2409045789049,failed
1734,M1176,macos,130.51275971399062,188,585.208559196333,failed
1735,M1392,windows,88.55664535152474,223,331.26242433561663,failed
1736,M617,linux,114.54572849317384,218,490.8476273276239,failed
1737,M490,macos,112.53875516012964,93,564.3693682560678,failed
1738,M721,windows,104.0283554452204,142,510.0606940224831,failed
1739,M287,windows,210.1184044089973,218,478.9452731013696,failed
1740,M176,linux,122.7584690127515,128,451.7946945414082,failed
1741,M67,macos,152.10843542623925,203,502.4134291213114,success
1742,M641,windows,74.65622129364733,204,383.9102962453002,failed
1743,M478,android,166.0343310733861,154,429.1592033927744,failed
1744,M1266,macos,101.09122969929088,303,502.4134291213114,success
1745,M36,android,149.14700434752154,296,399.97745819067046,failed
1746,M290,windows,89.82014181862104,181,292.2375146339049,success
1747,M23,linux,151.32569882216615,188,504.4447610365449,success
1748,M1327,linux,88.06722374111708,328,502.4134291213114,failed
1749,M895,android,139.6475995460293,134,493.92241533415614,success
1750,M1356,windows,107.57858875307132,138,510.2776009311417,failed
1751,M791,macos,117.29613973514628,201,508.4827558744982,failed
1752,M497,macos,129.0773629328904,251,296.3061122520565,success
1753,M75,windows,154.42071066388286,292,502.4134291213114,success
1754,M868,linux,122.8525369766285,194,449.9201901825396,success
1755,M401,linux,120.77146909188949,189,404.631977229579,failed
1756,M852,windows,56.89734009504768,189,373.21576713110267,failed
1757,M534,macos,89.75017441179004,181,413.4976891542458,success
1758,M924,windows,101.86333386488042,112,442.0211152352401,failed
1759,M876,macos,92.73209849417458,142,252.3214334698611,success
1760,M1169,android,143.95739449182264,269,563.0919275663177,failed
1761,M1191,linux,119.99271830053851,181,689.0393564598371,success
1762,M385,android,130.46178252987102,75,388.3113081604829,success
1763,M627,windows,44.1874481915975,261,505.2894910494738,success
1764,M1329,windows,120.77146909188949,221,470.7605200043968,failed
1765,M254,android,150.28620679791572,280,342.625753664935,failed
1766,M502,linux,161.25862682533182,314,439.3677186772375,success
1767,M1304,linux,90.30312887011296,238,534.506662965404,failed
1768,M354,windows,140.56371681933496,135,461.5454409440768,success
1769,M76,macos,131.6734307077641,99,274.41370188657504,success
1770,M144,macos,187.69586725342816,171,603.228475831631,success
1771,M600,windows,55.50787114736379,107,774.3274461263563,failed
1772,M351,linux,103.5723942750865,224,699.261488102981,failed
1773,M665,linux,133.444347622676,64,502.4134291213114,success
1774,M717,macos,125.14176770429792,155,555.8621380706275,failed
1775,M792,linux,143.39655506114167,181,523.1871561323002,success
1776,M683,linux,102.27940844568988,106,368.4054199719728,failed
1777,M767,windows,162.68242445506377,85,444.2544071836609,success
1778,M928,linux,91.79743791997596,215,635.0491252600499,success
1779,M1208,android,120.19766023926864,193,384.299441222154,success
1780,M481,linux,142.713857087013,157,334.75939635403427,failed
1781,M680,windows,202.2675973519341,167,449.6459602548952,failed
1782,M304,macos,73.73108050129868,204,441.0617611369507,failed
1783,M1401,macos,104.64107179002046,126,802.2920587206622,failed
1784,M656,android,136.89422533553295,164,651.0860929657968,success
1785,M728,macos,146.9959750401402,87,583.0824191513396,failed
1786,M377,android,198.17106561001955,243,464.4101777265205,success
1787,M876,windows,94.95914217451669,160,645.7117790869969,failed
1788,M32,windows,154.2647335298775,185,672.5924533991272,success
1789,M326,windows,83.43086277762282,155,366.2372631575199,failed
1790,M11,linux,128.831755039284,285,566.0222103000738,failed
1791,M1470,macos,114.5803828889841,213,699.2159645215744,failed
1792,M1246,windows,120.77146909188949,234,603.5095655733738,success
1793,M1137,linux,139.25072517705468,195,594.8911268829847,failed
1794,M1467,windows,120.77146909188949,317,540.8276773630063,failed
1795,M1104,windows,92.82053429561778,117,418.2838950567079,success
1796,M1369,macos,193.1922879222208,238,401.10807617141,failed
1797,M1445,macos,129.7972834952267,234,207.48196381458692,success
1798,M361,macos,93.52382586714862,168,376.2828704808778,failed
1799,M612,android,106.496950851107,193,228.5329591009552,success
1800,M661,macos,124.89624612530726,287,479.52793681941296,failed
1801,M865,linux,40.25000064732404,74,333.7904668860151,success
1802,M921,macos,110.90970871289788,178,810.8987348391033,failed
1803,M318,windows,152.35795768633835,220,469.3000573016906,failed
1804,M278,windows,154.44217232388033,245,259.04865398605875,success
1805,M819,macos,151.7651081057288,189,410.3965774862857,failed
1806,M925,macos,88.89896641059502,303,383.1462564215124,failed
1807,M633,windows,69.66026903613826,234,437.06415379009,success
1808,M190,android,123.68011071669407,227,599.5548664482777,success
1809,M1188,windows,98.82477458793193,179,768.0207800082003,failed
1810,M226,android,135.73809636947132,185,585.0289828774146,success
1811,M97,linux,70.03852232861693,169,416.4377129471684,success
1812,M1373,android,107.76492524325356,164,589.6209036847926,failed
1813,M37,linux,74.18271593987654,234,215.6970873274323,failed
1814,M1475,macos,170.6456395579762,74,500.8838069356558,failed
1815,M738,linux,146.9450224642462,125,424.676521749093,success
1816,M294,android,146.33645814373835,123,781.1009143651941,success
1817,M862,macos,144.01874307599442,137,554.7982299719911,failed
1818,M1273,windows,117.97433506403291,259,620.4908222314463,success
1819,M872,linux,124.48492120997793,102,664.6000733892788,failed
1820,M1239,windows,126.02627237467271,238,406.696400987491,success
1821,M351,android,138.3340434222978,175,502.4134291213114,success
1822,M909,windows,70.51575728264353,249,412.574834897112,success
1823,M948,android,148.12357720562227,192,638.916889506238,failed
1824,M175,linux,102.44206033748806,159,388.53995547801054,success
1825,M755,windows,59.6785773948079,174,598.3271852394709,success
1826,M144,windows,124.3216450017307,164,233.31176886700115,success
1827,M639,windows,121.66370622458967,158,241.7423417090681,failed
1828,M437,linux,71.34531602301038,249,679.1542493593798,failed
1829,M1169,windows,101.42368896667682,190,455.8091487024846,failed
1830,M1120,android,192.42614299391997,147,371.27540466899546,failed
1831,M771,android,120.77146909188949,309,366.0046151517425,failed
1832,M1443,android,201.8939916438975,221,838.8334057147623,failed
1833,M1366,windows,113.04657549085094,193,475.0696165127654,failed
1834,M511,android,115.50449504293547,232,611.4080377031079,failed
1835,M1063,linux,151.15702437215938,266,502.4134291213114,failed
1836,M551,linux,123.17396226819318,137,573.2433568719918,failed
1837,M895,android,163.77885871421552,220,483.47412978012414,failed
1838,M159,linux,176.1710675081042,306,424.877774503311,success
1839,M1488,android,115.63658284557953,163,472.0225070535719,failed
1840,M538,macos,104.24243357065194,188,517.3674813830821,success
1841,M168,windows,108.90694392413158,217,457.4568496473989,failed
1842,M586,macos,148.10728672277392,265,572.208679350691,success
1843,M569,windows,28.03759903146755,157,649.2062551269564,failed
1844,M407,macos,170.01052867786353,334,590.2235199627228,success
1845,M150,macos,110.30074812713036,102,576.0946262646745,success
1846,M436,windows,118.38669482134488,209,544.0206572692634,failed
1847,M1100,windows,62.01994612091773,193,555.9461710185988,failed
1848,M800,android,171.00518761210253,228,566.723666455257,failed
1849,M1213,linux,181.7572083396136,226,675.4842605303724,failed
1850,M1465,macos,207.33399683300397,108,428.1207209949389,success
1851,M1301,linux,125.34739084712145,201,423.8818906348882,success
1852,M869,macos,131.49607069692976,313,494.75514841293057,failed
1853,M1255,windows,101.75052540847555,153,649.8927427161852,success
1854,M96,macos,107.52089788365214,244,462.6005720091644,failed
1855,M1145,linux,86.94907582786911,351,400.8913827142655,failed
1856,M370,macos,82.7449983474697,325,749.6718277919092,success
1857,M334,windows,210.81077007721143,155,568.5344582840922,success
1858,M134,windows,81.92610709385791,216,433.2397754281344,success
1859,M445,linux,125.15280334256292,287,404.52059227500274,success
1860,M1306,linux,154.25392585920116,204,496.5884964547314,success
1861,M168,linux,136.31969605318386,252,628.9643345299403,failed
1862,M543,windows,196.1593611032208,236,548.6342887220997,success
1863,M1021,android,154.4263306728985,277,502.4134291213114,success
1864,M1330,windows,194.5401071848809,179,559.9067194029149,success
1865,M1491,android,120.77146909188949,225,299.8394059812115,success
1866,M287,linux,120.77146909188949,236,221.77950264723984,success
1867,M904,macos,119.9308504266383,191,407.99169337927606,failed
1868,M957,android,95.424820668618,189,316.9865923874719,failed
1869,M1179,linux,94.19225576822612,241,305.0680351527331,failed
1870,M535,macos,87.22369587983354,190,445.338497035868,failed
1871,M275,macos,110.66178011991096,270,502.4134291213114,success
1872,M1445,linux,113.2654560869826,234,509.3303165237997,failed
1873,M1032,windows,96.95505448761844,88,410.658332910673,success
1874,M1311,windows,81.12585395881108,260,418.4979500553706,success
1875,M528,linux,163.72652257767658,235,431.0137853615254,failed
1876,M421,linux,65.51550431279922,200,532.9361309859758,success
1877,M707,android,119.6376393820672,99,642.8675130657927,failed
1878,M666,linux,151.18542231172236,195,502.4134291213114,failed
1879,M116,android,99.68885137874274,197,502.4134291213114,success
1880,M1438,android,56.81534978307149,78,639.8759470251132,success
1881,M1091,windows,163.765379099245,141,502.4134291213114,success
1882,M1416,windows,135.6281280551473,217,469.4040740299356,success
1883,M524,windows,78.71160199508546,76,339.6895903505604,failed
1884,M692,macos,88.11882843458375,178,615.769642790515,success
1885,M1070,windows,30.9888971842271,109,815.6458500861047,failed
1886,M677,macos,120.77146909188949,254,577.6818541313754,success
1887,M514,android,172.23741442448318,166,545.4931015614034,failed
1888,M510,windows,120.77146909188949,156,158.4219053829794,failed
1889,M308,macos,128.46548213688718,248,616.3541862199572,success
1890,M463,linux,148.6549862507567,192,502.4134291213114,failed
1891,M781,macos,80.07502282643604,229,299.296674837729,failed
1892,M147,android,128.73339255882078,221,299.03946379924463,failed
1893,M467,windows,50.02259135057143,302,316.7260160355512,success
1894,M697,windows,47.11920878056128,254,380.6797160180878,failed
1895,M1197,linux,103.80864490898448,137,550.5736259574859,success
1896,M741,linux,61.29015999455771,204,397.18167132597534,success
1897,M1454,android,161.0278365113075,244,331.8679302710392,failed
1898,M1061,linux,134.60290716488012,245,343.8207113492899,success
1899,M226,macos,112.61801858032388,274,502.4134291213114,success
1900,M896,windows,133.53634067879543,140,518.8769389293634,success
1901,M933,macos,64.57424561624224,170,479.2840641091122,success
1902,M168,linux,114.96653179824472,206,458.2027017592685,success
1903,M1430,linux,148.2506773857263,137,353.1613956461745,success
1904,M1343,android,52.59834024431893,136,547.5766298910318,failed
1905,M1092,linux,55.23081677163597,187,502.4134291213114,failed
1906,M932,linux,87.68380726561173,163,691.2129182241802,success
1907,M868,windows,120.77146909188949,262,500.9483540803888,success
1908,M485,android,120.77146909188949,173,421.2923109188743,success
1909,M1395,android,147.31309039421262,219,464.7594806258259,success
1910,M1396,linux,155.98610359410102,272,280.93645333664654,success
1911,M1125,macos,95.75809263837148,271,770.7678701279491,failed
1912,M772,linux,126.3590849509215,138,508.658733837527,success
1913,M1211,linux,159.88298846742487,132,381.6991412396419,success
1914,M1323,windows,76.00151690365549,185,477.4745053041332,success
1915,M1227,linux,196.24904225818665,148,826.2762112988148,success
1916,M168,android,128.65205183723057,216,581.393940704177,success
1917,M460,linux,108.0888351996037,157,503.36826091036215,success
1918,M1398,macos,94.94900374858476,276,411.907446976415,success
1919,M470,linux,169.59343870781325,246,504.3214918623291,success
1920,M682,macos,53.63885425449101,246,502.4134291213114,failed
1921,M1064,linux,209.8746253973297,171,389.6106839582423,success
1922,M757,linux,117.82717624684848,180,313.98068831408864,failed
1923,M1018,windows,96.046827530203,219,502.4134291213114,failed
1924,M1310,linux,169.7321316577685,219,502.4134291213114,failed
1925,M1147,linux,101.10756677849706,231,477.8032437007139,success
1926,M1412,windows,84.70105759367524,208,502.4134291213114,success
1927,M1370,windows,120.77146909188949,279,272.7725474715298,success
1928,M222,android,187.30205800777225,147,572.300710925677,failed
1929,M746,macos,120.77146909188949,227,497.8348979170395,failed
1930,M590,linux,82.18886000013941,164,738.9957809215668,failed
1931,M999,linux,120.71439093673148,176,412.63133501126765,failed
1932,M690,windows,94.94934055734204,230,504.8249310207858,success
1933,M690,macos,120.0453879788884,234,426.37629104098994,failed
1934,M625,windows,132.89562715231096,69,502.4134291213114,failed
1935,M43,macos,163.74373432107788,164,513.7459825336427,success
1936,M573,linux,118.94508621930204,295,470.18549139935,success
1937,M470,android,120.77146909188949,171,623.5536158039229,failed
1938,M844,android,176.63442852734647,231,675.8118084725822,success
1939,M17,android,87.7637509210783,235,596.3148879695955,failed
1940,M1206,android,112.2995319455718,287,344.30275932234053,failed
1941,M472,linux,101.8386026408092,152,502.4134291213114,success
1942,M1052,windows,100.69184564104197,231,676.7488255358884,success
1943,M1307,android,133.10173655401906,124,648.006200882168,success
1944,M1055,macos,157.62792762963977,287,676.0061372157153,success
1945,M897,macos,105.9188685960058,198,475.6494566525376,failed
1946,M70,linux,76.14352245995758,97,423.2688118962352,success
1947,M1056,macos,129.37136810452543,113,502.4134291213114,success
1948,M964,macos,37.05075308076253,189,271.2745793092075,success
1949,M85,macos,177.09834155462332,248,502.4134291213114,failed
1950,M329,linux,85.38059645513817,202,526.3779072027612,failed
1951,M416,android,124.308379678,180,325.82957049152515,failed
1952,M610,android,187.7208489743368,187,681.8663941716675,failed
1953,M1151,windows,120.77146909188949,167,568.8364735215687,failed
1954,M654,windows,136.09014165175122,142,493.351025701346,success
1955,M427,windows,151.24086912029532,208,502.4134291213114,success
1956,M1445,linux,89.16918271582225,46,316.3815080775329,success
1957,M1442,linux,66.15297015582752,133,320.82439322021435,failed
1958,M497,windows,71.33876628319223,156,363.03836629224656,success
1959,M62,linux,196.67113739663057,173,231.11111628579567,success
1960,M1284,windows,98.58846089804524,127,546.7260837481605,success
1961,M519,windows,176.5222323933781,174,645.6396318277452,failed
1962,M829,linux,128.7367485427503,238,494.1248665285791,failed
1963,M374,android,120.77146909188949,170,617.3482111288838,success
1964,M1463,windows,120.77146909188949,81,671.429696320948,success
1965,M866,macos,74.22722477501313,232,658.3834233145786,success
1966,M144,windows,74.39378005176235,144,609.5149561481901,success
1967,M422,linux,118.00383529800988,196,535.3168969580114,failed
1968,M219,linux,54.04859855395688,148,502.4134291213114,failed
1969,M1405,linux,79.7276975777839,270,491.28163404934367,failed
1970,M41,windows,109.5935624455872,131,542.4182668183449,failed
1971,M1065,android,71.07825017779234,210,603.8294406835726,success
1972,M329,windows,166.16972725453562,171,663.573189900457,failed
1973,M1365,android,173.0007090544958,149,424.7415887549311,success
1974,M571,linux,89.308935861811,201,591.5082320320499,success
1975,M1288,macos,114.40368079937416,249,476.3836454346748,success
1976,M919,linux,88.86728060865721,243,380.52695603898366,failed
1977,M774,linux,176.7041808952829,210,415.157025482874,success
1978,M909,linux,141.98650575065747,115,610.022879089995,success
1979,M301,macos,120.77146909188949,189,502.4134291213114,failed
1980,M137,linux,126.04788737345322,224,414.5849809799092,success
1981,M600,windows,120.77146909188949,171,576.6641512547624,failed
1982,M1398,windows,212.80615642265752,198,324.5926394551154,success
1983,M1404,linux,141.91475448970684,290,397.3470937426357,success
1984,M242,windows,188.73785429263,135,579.8597526318414,failed
1985,M1248,windows,159.39593708545794,264,480.3918648161394,success
1986,M832,windows,79.84881254521082,202,668.4498177147693,failed
1987,M646,android,142.18880066228843,169,437.81539920970806,success
1988,M135,linux,120.77146909188949,118,536.8386720277142,failed
1989,M758,android,130.21399256997267,297,575.3314846238429,failed
1990,M637,windows,117.59683905044209,151,611.6479968086537,failed
1991,M200,windows,120.77146909188949,113,502.4134291213114,failed
1992,M711,android,132.71726270224423,257,484.92202764083817,failed
1993,M1467,android,108.20658203989308,178,540.7449243662488,success
1994,M68,android,138.52052028634785,186,463.01210356614746,failed
1995,M1050,linux,81.60678242310888,204,387.28956070393,failed
1996,M1069,linux,143.98964390315192,227,376.8144860119587,failed
1997,M1362,android,164.85589092228554,194,788.5141348065047,failed
1998,M1450,android,142.11327245411482,195,502.4134291213114,failed
1999,M1424,windows,120.77146909188949,192,594.1506997590434,success
2000,M852,windows,179.8419617312213,167,443.9053943461002,success
2001,M476,linux,89.18163649484853,258,503.1379434497639,success
2002,M1336,android,115.4667054394903,191,696.2540652286916,failed
2003,M699,macos,107.8230674970608,124,525.8527908303917,failed
2004,M1048,android,98.66832676813232,252,735.6080987736952,failed
2005,M1015,windows,111.59514155186332,143,175.26246650932185,failed
2006,M42,windows,120.77146909188949,123,206.10143439848537,failed
2007,M1180,android,122.9876368759656,133,502.4134291213114,success
2008,M38,linux,115.17395695106808,179,354.418423319918,success
2009,M1209,android,142.1008508080172,177,500.4150327719905,success
2010,M788,linux,172.13831063777002,157,671.3693121962026,failed
2011,M1276,linux,143.0844345991671,99,511.68610828837,success
2012,M255,macos,98.95268915404752,261,680.8595304092066,failed
2013,M442,linux,126.19782643935974,231,160.47734063824976,failed
2014,M702,android,140.39671584889504,164,666.6692617002201,success
2015,M98,linux,117.4488483379304,285,300.761748857136,success
2016,M789,windows,95.4774074892076,239,258.5106075161816,success
2017,M1361,linux,157.57499176190453,118,661.2254132699918,success
2018,M781,android,119.88247733979448,213,332.62726437962147,failed
2019,M252,macos,158.22838065017896,173,476.5421448830423,failed
2020,M999,windows,148.80538737380442,219,364.47369480662553,failed
2021,M234,linux,132.8858618898426,225,666.7573118600708,failed
2022,M418,linux,65.62576789715513,191,373.369558507806,failed
2023,M1244,linux,74.41444675032261,278,376.3016850266167,success
2024,M306,windows,105.60769980488652,264,576.6624520470004,failed
2025,M753,windows,93.63966754825032,163,397.1469992709456,success
2026,M906,windows,101.4315162594171,260,478.12597479428246,success
2027,M371,windows,151.06078000789958,132,553.8124486538405,success
2028,M997,linux,144.39021040936498,270,586.4626794849224,failed
2029,M1165,linux,173.78411543004444,221,677.645478065065,failed
2030,M593,android,86.79894289738331,242,154.41392541824325,success
2031,M986,windows,45.31653656085135,282,480.45024927208704,failed
2032,M317,linux,105.12552397543932,161,385.2345512634466,failed
2033,M514,linux,93.96316284904536,230,273.38394442825575,success
2034,M758,windows,189.2171740264543,173,376.8606643229598,failed
2035,M1427,windows,197.027373993438,256,500.949971613079,success
2036,M510,macos,47.5792590822399,180,771.2002718497827,success
2037,M642,macos,162.231400899061,160,502.4134291213114,success
2038,M715,linux,122.5143913592302,117,443.9453458856594,success
2039,M807,android,131.19365230941477,226,730.3045921683806,failed
2040,M359,android,199.5941558370744,137,308.2499753599561,failed
2041,M778,android,120.77569230733022,245,423.9387392348623,failed
2042,M22,windows,159.7460293543702,256,619.4536205258023,success
2043,M961,macos,123.77164386208555,187,494.1306678675989,success
2044,M1187,linux,122.61887819364108,301,539.5922435224999,success
2045,M623,windows,149.60093912558202,261,464.1539134470539,success
2046,M1247,linux,173.220441945688,240,453.6792405376042,failed
2047,M1091,macos,79.1617206408482,273,502.4134291213114,failed
2048,M954,linux,120.77146909188949,111,355.22082166655264,success
2049,M1075,windows,123.35008316598996,236,430.8771188888283,failed
2050,M1333,windows,139.39708039324893,185,766.1476395166522,success
2051,M352,windows,160.06625045025154,236,531.9616073384009,success
2052,M406,windows,118.25942855573632,173,441.779609862342,failed
2053,M1458,linux,110.27838822929031,204,397.984374420203,success
2054,M596,windows,137.29407474295735,198,232.40469579929533,failed
2055,M1475,linux,138.0638322614906,134,455.0536423027356,failed
2056,M14,linux,159.8808323758523,285,403.1758196230597,success
2057,M223,windows,171.60425688542497,171,249.631646951813,success
2058,M345,macos,196.85631517145936,221,407.7942728252391,success
2059,M189,android,78.50122221434255,187,745.6154974543325,success
2060,M750,macos,124.27447588629757,135,502.4134291213114,failed
2061,M1023,windows,110.91522096955713,215,546.8716463017688,success
2062,M937,linux,113.32772373539636,231,338.1614722691607,failed
2063,M731,linux,113.3714307183261,290,439.63382250127137,failed
2064,M657,android,90.44420707677168,157,318.90714054425973,failed
2065,M362,macos,125.78787241802932,87,512.1644977194846,success
2066,M560,windows,118.38811649192182,129,502.4134291213114,failed
2067,M209,linux,92.10971899720327,204,485.8440710683667,failed
2068,M1376,linux,124.77254773427576,253,536.1776807031624,failed
2069,M1023,macos,107.37076295511864,113,627.211563286529,failed
2070,M146,macos,81.22738615921165,146,655.5476851351775,failed
2071,M370,macos,105.94988290158258,237,502.4134291213114,success
2072,M671,android,51.86878329687613,201,574.209110890367,failed
2073,M121,linux,69.82006750068132,258,387.9749763479191,failed
2074,M500,android,169.74728973695036,284,502.4134291213114,success
2075,M1190,linux,147.31197830372344,214,464.3593312473116,success
2076,M727,linux,154.07916449353394,132,632.1106834479721,failed
2077,M639,linux,148.39388458960468,134,634.9387938892377,success
2078,M620,windows,126.60092187085752,271,601.6278962325359,failed
2079,M356,windows,132.44813491018292,332,454.0923785121144,success
2080,M791,linux,103.983916599299,270,729.2221004179762,success
2081,M445,android,154.09165410482487,136,478.473714207422,failed
2082,M444,linux,142.94437006308266,251,387.6642581277812,failed
2083,M8,android,80.48678085321711,301,797.9825142747527,failed
2084,M1227,macos,44.08327126593021,200,502.4134291213114,failed
2085,M243,macos,142.6967661881675,187,560.0752607284638,failed
2086,M1382,linux,47.29174294935723,236,501.27022909368895,success
2087,M1364,macos,97.29764169739433,106,479.0415548943103,success
2088,M1344,android,101.93971084111944,213,254.57130931641984,failed
2089,M153,android,114.9111577149904,286,467.5830027371608,failed
2090,M625,android,102.15661709365818,207,399.9766731993112,success
2091,M553,windows,183.3872864638021,194,655.9066854189555,success
2092,M367,windows,117.19771731246784,263,502.4134291213114,success
2093,M1099,linux,120.77146909188949,174,461.4789547979575,failed
2094,M1092,macos,121.60710782703136,257,576.5025350766641,failed
2095,M712,windows,136.88918557494955,146,488.03561696582176,success
2096,M333,linux,120.77146909188949,334,300.02223197879005,success
2097,M1302,android,136.26512880932796,244,465.6384131439081,success
2098,M556,linux,94.66084944955124,213,329.5159914988715,success
2099,M969,windows,116.85689118407208,261,546.0230713271618,failed
2100,M1385,windows,93.290822677722,140,415.60924856377886,success
2101,M443,linux,131.7020810013049,150,348.88654927309705,success
2102,M446,android,157.23588681794843,199,467.4136717596404,failed
2103,M1379,linux,117.04573885436574,226,573.3018380140761,success
2104,M1127,macos,101.2536796710464,158,731.1377316218413,success
2105,M330,macos,114.88278663201233,153,420.3184578655524,failed
2106,M998,linux,63.399526984934205,324,423.9354543180034,success
2107,M947,windows,153.91694935175977,132,548.1056789344791,failed
2108,M571,macos,100.69748840535016,152,491.9350147048,success
2109,M777,windows,106.85022833404544,303,368.9944132399248,success
2110,M149,linux,120.77146909188949,296,476.1115108507892,success
2111,M712,windows,120.77146909188949,191,502.4134291213114,success
2112,M583,macos,121.32152762273292,211,611.0426632685827,success
2113,M1193,android,120.77146909188949,163,383.0461282817529,failed
2114,M328,linux,136.20917606961808,175,520.2101842748447,failed
2115,M617,linux,120.77146909188949,239,552.3583219682778,success
2116,M80,windows,111.45578097657464,202,411.3353248002996,failed
2117,M655,macos,128.41187102250194,229,660.7138268740223,success
2118,M795,linux,171.86516740933837,160,628.5751497292091,success
2119,M390,android,172.54317955694745,192,378.8754137359306,failed
2120,M221,macos,92.56161096450388,302,502.4134291213114,success
2121,M415,android,142.75457405406806,232,502.4134291213114,success
2122,M776,android,152.39999963713657,206,214.7716348156088,failed
2123,M498,macos,152.12334702899946,199,753.0132175959004,success
2124,M976,windows,183.91684839057064,263,607.0264677203708,failed
2125,M850,android,135.6678232175403,201,372.2713464892621,failed
2126,M874,windows,96.43949224324066,219,532.9500675839566,success
2127,M1465,linux,52.27126452771947,152,502.4134291213114,failed
2128,M1309,linux,166.0118121362829,198,454.0364637904767,failed
2129,M970,windows,120.77146909188949,301,466.703229598754,failed
2130,M1221,android,117.24748799921402,334,321.2406769352148,failed
2131,M449,linux,107.08642617845604,218,496.5059019644916,failed
2132,M72,linux,155.3792001293235,200,531.9135715458909,success
2133,M198,macos,43.197858140871645,260,443.5211735232986,success
2134,M1294,linux,92.67801710307816,152,543.2804346737959,failed
2135,M129,windows,111.85348925526156,310,667.3612110332033,success
2136,M109,linux,115.67264658004451,149,385.612129695422,success
